Supergroup,Group,Object name,Object ID number,Quantity,Part number,Serial number,Donor/Lender/Vendor/Transfer Party,Acquisition method,Object lot ID,DGS paid,Transfer date,Delivery date,Current location,Accessioned?,ITAR status,ITAR code,Owned by/Loaned to,Item value,Insurance value,Insurance method,Notes
"Acquisitions from NASA/GSA","Gloves","Glove Assembly","2017.99a.198","1","807402-1047-025","","NASA JSC","DGS","Transfer Order: 930013938","$ 100.00","2014 November 10","2015 March 3","CSC -> WAB -> garage -> Upjohn -> row I -> column I3 -> shelf I3.C","","no","","Foundation","$ 100.00","","",""
"Acquisitions from NASA/GSA","Gloves","Glove Insert","2017.99a.199","1","807402-1049-001","","NASA JSC","DGS","Transfer Order: 930013938","$ 100.00","2014 November 10","2015 March 3","CSC -> WAB -> garage -> Upjohn -> row I -> column I3 -> shelf I3.C","","no","","Foundation","$ 100.00","","",""
"Acquisitions from NASA/GSA","KSC Items","Test Impact Panel","2017.99a.200","1","804200-4223-004","","NASA KSC","DGS","Transfer Order: 930013937","$ 1,042.00","2014 November 10","2015 November 12","CSC -> Air and Space bldg -> 1st floor -> Discovery room","","yes","XV, e","Foundation","$ 100.00","","",""
"Acquisitions from NASA/GSA","KSC Items","Dome Heat Shield","2017.99a.201","1","804200-4225-003","","NASA KSC","DGS","Transfer Order: 930013937","$ 1,042.00","2014 November 10","2015 November 12","CSC -> Air and Space bldg","","yes","XV, e","Foundation","$ 11,287.67","","",""
"Acquisitions from NASA/GSA","KSC Items","SRB Hold-Down Stud","2017.99a.202","1","804200-4241-002","","NASA KSC","DGS","Transfer Order: 930013937","$ 1,042.00","2014 November 10","2015 November 12","CSC -> Air and Space bldg","","yes","XV, e","Foundation","$ 100.00","","",""
"Acquisitions from NASA/GSA","Middeck Lockers","Flight Lockers","2017.99a.203","11","","","NASA JSC","DGS","Transfer Order: 930014312","$ 5,500.00","2015 January 12","2015 March 3","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 499,400.00","","","1? in Endeavour, 1 in CSC Air &amp; Space Bldg. Discovery Room on picnic table"
"Acquisitions from NASA/GSA","SRB Hold-Down Hardware","SRB Hold-Down Stud","2017.99a.205","10","804200-4241-002","","NASA KSC","DGS","Transfer Order: 930014873","$ 180.00","2015 May 19","2015 November 12","CSC -> Air and Space bldg","","no","","Foundation","$ 1,000.00","","",""
"Acquisitions from NASA/GSA","SRB Hold-Down Hardware","SRB Hold-Down Stud Nuts","2017.99a.206","20","804200-5008-000","","NASA KSC","DGS","Transfer Order: 930014632","$ 180.00","2015 March 28","2015 November 12","CSC -> Air and Space bldg","","no","","Foundation","$ 2,000.00","","",""
"Acquisitions from NASA/GSA","SRB Forward Skirts","Forward Skirt","2017.99a.207","1","80015093","06","NASA MSFC","SWA","SF122 804101-6270-001","","2016 September 28","","Utah","","yes","XV, e","Foundation","$ 3,600,000.00","$ 1,000,000.00","Foundation","Insured value to repair/recreate as needed"
"Acquisitions from NASA/GSA","SRB Forward Skirts","Forward Skirt","2017.99a.208","1","80015246","24","NASA MSFC","SWA","SF122 804101-6270-001","","2016 September 28","","Utah","","yes","XV, e","Foundation","$ 3,600,000.00","$ 1,000,000.00","Foundation","Insured value to repair/recreate as needed"
"Acquisitions from NASA/GSA","SRB Forward Skirts","Forward Attach Weldments","2017.99a.209","2","","","NASA MSFC","SWA","SF122 804101-6270-001","","2016 September 28","2016 October 15","CSC -> SO Pavilion -> next to Pavilion","","no","","Foundation","$ 60,000.00","$ 1,000,000.00","Foundation","Insured value to repair/recreate as needed"
"Acquisitions from NASA/GSA","ET-94","External Tank","2017.99a.210","1","","094","NASA MSFC","SWA","SF-122 MAF001","","2016 March 29","2016 May 21","CSC -> SO Pavilion -> next to Pavilion","","yes","XV, e","Foundation","$ 41,120,926.06","$ 1,000,000.00","Foundation","$10M during transit; $1M in storage"
"Acquisitions from NASA/GSA","SRB Hold-Down Hardware","SRB Hold-Down Stud","2017.99a.211","8","","","NASA MSFC","SWA","SRB Hold-Down Hardware","","","","NASA Kennedy Space Center","","yes","XV, e","Foundation","","","","Requested (will insure when received)"
"Acquisitions from NASA/GSA","SRB Hold-Down Hardware","SRB Hold-Down Stud Upper Nuts","2017.99a.212","8","","","NASA MSFC","SWA","SRB Hold-Down Hardware","","","","NASA Kennedy Space Center","","yes","XV, e","Foundation","","","","Requested (will insure when received)"
"Acquisitions from NASA/GSA","SRB Hold-Down Hardware","SRB Hold-Down Stud Lower Nuts","2017.99a.213","8","","","NASA MSFC","SWA","SRB Hold-Down Hardware","","","","NASA Kennedy Space Center","","yes","XV, e","Foundation","","","","Requested (will insure when received)"
"Acquisitions from NASA/GSA","SRB Hold-Down Hardware","SRB Hold-Down Stud Spherical Washers","2017.99a.214","8","","","NASA MSFC","SWA","SRB Hold-Down Hardware","","","","NASA Kennedy Space Center","","yes","XV, e","Foundation","","","","Requested (will insure when received)"
"Acquisitions from NASA/GSA","SRB Hold-Down Hardware","SRB Bolt Catchers","2017.99a.215","2","","","NASA MSFC","SWA","SRB Hold-Down Hardware","","","","NASA Kennedy Space Center","","yes","XV, e","Foundation","","","","Requested (will insure when received)"
"Acquisitions from NASA/GSA","SRB BSM Doors","SRB FWD BSM Door","2017.99a.217","1","","","NASA MSFC","DGS","Transfer Order: 930015424","$ 900.00","2015 October 21","2015 November 18","CSC -> Phase II -> 4th floor -> Dennis Jenkins' office","","yes","XV, e","Foundation","","","",""
"Acquisitions from NASA/GSA","SRB BSM Doors","SRB FWD BSM Door","2017.99a.218","1","","","NASA MSFC","DGS","Transfer Order: 930015424","$ 900.00","2015 October 21","2015 November 18","CSC -> Air and Space bldg","","yes","XV, e","Foundation","","","",""
"Acquisitions from NASA/GSA","SRB FWD Camera","SRB Forward Skirt Camera","2017.99a.220","1","","","NASA MSFC","DGS","Transfer Order: 930015620","$ 1,895.00","2015 December 16","2016 February 5","CSC -> Air and Space bldg","","no","","Foundation","","","",""
"Acquisitions from NASA/GSA","RCC T-Seal","RCC T-Seal","2017.99a.221","1","","","NASA JSC","DGS","Transfer Order: 06-6-7488-48","$ 270.00","2016 January 5","2016 February 5","CSC -> Air and Space bldg","","yes","XV, e","Foundation","","","","Real GSA (not NASA Module)"
"Acquisitions from NASA/GSA","ISS Laptop","Laptop Computer","2017.99a.222","2","","","NASA JSC","DGS","Transfer Order: 930015798","$ 768.00","2016 March 10","2016 April 18","CSC -> WAB -> garage -> Upjohn -> row I -> column I3 -> shelf I3.E","","no","","Foundation","","","","One of Three laptops disapproved"
"Acquisitions from NASA/GSA","Spitzer Telescope","Spitzer Telescope Model","2017.99a.223","1","","","NASA JPL","DGS","Transfer Order: 930015425","$ 1,290.00","2015 October 21","","CSC -> Phase I -> 2nd floor -> SKETCH gallery","","no","","Foundation","$ 14,340.00","$ 14,340.00","Foundation","Formerly NASA JPL loan; transferred in place to CSC"
"Acquisitions from NASA/GSA","Probe Models","Cassini Engineering Model","2017.99a.224","1","","","NASA JPL","DGS","Transfer Order: 930016076","$ 41,400.00","2016 July 5","2016 July 5","CSC -> Phase I -> 2nd floor -> SKETCH gallery","","no","","Foundation","$ 150,000.00","$ 150,000.00","Foundation","Formerly NASA JPL loan; transferred in place to CSC"
"Acquisitions from NASA/GSA","Probe Models","Explorer 1 Full Scale Model","2017.99a.225","1","","","NASA JPL","DGS","Transfer Order: 930016076","$ 41,400.00","2016 July 5","2016 July 5","CSC -> Phase I -> 2nd floor -> SKETCH gallery","","no","","Foundation","$ 60,000.00","$ 60,000.00","Foundation","Formerly NASA JPL loan; transferred in place to CSC"
"Acquisitions from NASA/GSA","Probe Models","Mariner IV Full Scale Model","2017.99a.226","1","","","NASA JPL","DGS","Transfer Order: 930016076","$ 41,400.00","2016 July 5","2016 July 5","CSC -> Phase I -> 2nd floor -> SKETCH gallery","","no","","Foundation","$ 250,000.00","$ 250,000.00","Foundation","Formerly NASA JPL loan; transferred in place to CSC"
"Acquisitions from NASA/GSA","SRB Hardware","Frustum, R/H","2017.99a.227","1","10156-001-107","20023","NASA KSC","TILD","SF-122 1611661","","2016 August 2","2016 December 14","NASA AFRC","","yes","XV, e","Foundation","$ 1,260,000.00","$ 50,000.00","Foundation","Insured value to repair/recreate as needed"
"Acquisitions from NASA/GSA","SRB Hardware","Aft Skirt, R/H","2017.99a.228","1","10167-0002-110","20022","NASA KSC","TILD","SF-122 1611661","","2016 August 2","2016 December 19","NASA AFRC","","yes","XV, e","Foundation","$ 3,500,000.00","$ 1,000,000.00","Foundation","Insured value to repair/recreate as needed"
"Acquisitions from NASA/GSA","SRB Hardware","Aft Skirt, L/H","2017.99a.229","1","10168-0001-019","00009","NASA KSC","TILD","SF-122 1611661","","2016 August 2","2016 December 19","NASA AFRC","","yes","XV, e","Foundation","$ 3,500,000.00","$ 1,000,000.00","Foundation","Insured value to repair/recreate as needed"
"Acquisitions from NASA/GSA","SRB Hardware","Aft Skirt Trailer","2017.99a.230","1","H77-0188","02","NASA KSC","TILD","SF-122 1611661","","2016 August 2","2016 December 19","NASA AFRC","","yes","XV, e","Foundation","$ 18,120.00","","",""
"Acquisitions from NASA/GSA","ET Attach Hardware","Aft Attach Bolt","2017.99a.231","1","V070-565231-003","","NASA KSC","TILD","SF-122 1611661","","2016 August 2","2016 December 14","CSC -> Air and Space bldg","","yes","XV, e","Foundation","$ 6,359.76","$ 50,000.00","Foundation","Insured value to recreate/repair while needed"
"Acquisitions from NASA/GSA","ET Attach Hardware","Forward Attach Bolt","2017.99a.232","2","V070-562038-001","","NASA KSC","TILD","SF-122 1611661","","2016 August 2","2016 December 14","CSC -> Air and Space bldg;   CSC -> Phase II -> 4th floor -> Dennis Jenkins' office","","yes","XV, e","Foundation","$ 3,979.96","$ 100,000.00","Foundation","Insured value to recreate/repair while needed; insured at $50,000 a piece; Dennis has some in his office(?), but they may be needed to assemble stack."
"Acquisitions from NASA/GSA","Orbiter Electronics","S-band Signal Processor Assembly","2017.99a.233","1","MC-409-3039-0153","106","NASA KSC","TILD","SF-122 1611661","","2016 August 2","2016 December 14","CSC -> Air and Space bldg","","yes","XV, e","Foundation","$ 1,859,676.83","","",""
"Acquisitions from NASA/GSA","Orbiter Electronics","S-band Signal Processor Assembly","2017.99a.234","1","MC-409-0025-4005","108","NASA KSC","TILD","SF-122 1611661","","2016 August 2","2016 December 14","CSC -> Air and Space bldg","","yes","XV, e","Foundation","$ 1,859,676.83","","",""
"Acquisitions from NASA/GSA","Fuel Cell","Fuel Cell Powerplant","2017.99a.235","1","P760123","","NASA KSC","TILD","SF-122 1611661","","2016 August 2","2016 December 14","CSC -> Air and Space bldg","","yes","XV, e","Foundation","$ 11,400,000.00","","","planned to loan to March Air Field?"
"Acquisitions from NASA/GSA","WLE Insulators","Wing Leading Edge Insulators","2017.99a.236","12","V070-199838, etc.","","NASA KSC","TILD","SF-122 1611711","","2016 December 6","2016 December 14","CSC -> Air and Space bldg","","yes","XV, e","Foundation","$ 14,791.49","","",""
"Acquisitions from NASA/GSA","EMU Gloves","Glove Assembly (Heated), Right","2017.99a.237","1","","","NASA JSC","DGS","EMU Gloves","$ 2,250.00","2017 March 10","2017 April 22","CSC -> Phase II -> 4th floor -> Devin Waller's office","","yes","XV, e","Foundation","$ 12,500.00","","",""
"Acquisitions from NASA/GSA","EMU Gloves","Glove Assembly (Heated), Left","2017.99a.238","1","","","NASA JSC","DGS","EMU Gloves","$ 2,250.00","2017 March 10","2017 April 22","CSC -> Phase II -> 4th floor -> Devin Waller's office","","yes","XV, e","Foundation","$ 12,500.00","","",""
"Acquisitions from NASA/GSA","Pioneer 10","Pioneer 10","2017.99a.239","1","47508","","NASA Ames Research Center","DGS","Transfer Order: 9-6N-03703, 06-6-8282-06","","1986 February 7","1970 January 1","CSC -> Phase I -> 2nd floor -> SKETCH gallery","","","","Foundation","$ 75,000.00","$ 75,000.00","Foundation",""
"Donations from private sources","SPACEHAB Modules","SPACEHAB Single Module","2017.99a.240","1","","FU2","Astrotech Corporation","gift","SPACEHAB Modules","","","2012 August 31","CSC -> SO Pavilion -> inside Pavilion","yes","yes","XV, e","Foundation","","$ 500,000.00","Foundation","References for Dimensions &amp; Notes: Estimate from Dennis

Phase III Display Orientation: Mounted into north wall of Shuttle ramp"
"Donations from private sources","SPACEHAB Modules","SPACEHAB Single Module","2017.99a.241","1","","FU3","Astrotech Corporation","gift","SPACEHAB Modules","","","2012 August 31","CSC -> SO Pavilion -> Endeavour -> in Endeavour","yes","yes","XV, e","Foundation","","","",""
"Donations from private sources","SPACEHAB Modules","SPACEHAB Experiment Rack","2017.99a.242","2","","","Astrotech Corporation","gift","SPACEHAB Modules","","","2012 August 31","CSC -> Air and Space bldg","yes","no","","Foundation","","","",""
"Donations from private sources","SPACEHAB Modules","ICC-V","2017.99a.243","1","","","Astrotech Corporation","gift","SPACEHAB Modules","","","2012 August 31","CSC -> SO Pavilion -> Endeavour -> in Endeavour","yes","no","","Foundation","","","",""
"Donations from private sources","Rocketdyne Operations Support Center (ROSC)","Rocketdyne Operations Support Center (ROSC)","2017.99a.244","1","","","Pratt and Whitney Rocketdyne","gift","Rocketdyne Operations Support Center (ROSC)","","","2012 August 10","CSC -> Phase II -> 2nd floor -> Endeavour Together gallery","yes","yes","XV, b","Foundation","","$ 100,000.00","Foundation",""
"Donations from private sources","Wire for OV-105","Wire","2017.99a.245","8200","5072C","","Alpha Wire","gift","Wire for OV-105","","2014 July 10","2014 July 10","CSC -> SO Pavilion -> Endeavour -> in Endeavour","","no","","Foundation","$ 18,822.28","","",""
"Donations from private sources","Internal Airlock","Internal Airlock","2017.99a.246","1","","","Smithsonian NASM","transfer","Internal Airlock","","","","CSC -> Air and Space bldg","","no","","Foundation","","","","Weight estimate needs verification; includes both airlock and B-hatch"
"Donations from private sources","SRB Paint","Paint for SRBs","2017.99a.247","80","White Epoxy","","Rust-Oleum","gift","SRB Paint","","","2015 October 20","CSC -> Air and Space bldg","","no","","Foundation","$ 16,000.00","","","items valued at $200 each"
"Donations from private sources","External Tank Orthogrid","ET Skin Panel","2017.99a.248","1","","","AMRO Fabrication Corp.","gift","External Tank Orthogrid","","","2016 March 25","CSC -> Phase II -> 2nd floor -> Endeavour Together gallery","","no","","Foundation","","","",""
"Donations from private sources","ET Paint","Paint for ET-94","2017.99a.249","8","Yellow Polyurathane","","PPG Aerospace","gift","ET Paint","","","2016 March 1","CSC -> SO Pavilion -> next to Pavilion -> on ET-94","","no","","Foundation","$ 8,000.00","","","used on ET-94"
"Donations from private sources","ET Paint","Paint for ET-94","2017.99a.251","6","Green primer","","PPG Aerospace","gift","ET Paint","","","","CSC -> Phase I -> 1st floor -> Paint shop","","no","","Foundation","$ 6,000.00","","",""
"Donations from private sources","ET Foam","Foam for ET-94","2017.99a.252","1","Polyuerethane Foam","","NCFI","gift","ET Foam","","","","CSC -> Air and Space bldg -> 1st floor -> open storage area","","no","","Foundation","$ 10,000.00","","","We can request the size we want."
"Donations from private sources","Drones","AeroVironment RQ-11 Raven","2017.99a.257","1","3170","54842;54873","AeroVironment","gift","AeroVironment drones","","2015 November 23","2016 September 7","CSC -> WAB -> garage -> Upjohn -> row I -> column I1 -> shelf I1.C","","","","Foundation","$ 35,000.00","$ 35,000.00","Foundation","Raven is stored in two black cases (W 3170, F 3170) that contain 7 pieces total. The two cases are stored in the Upjohn Room in Row I1.C on the right side of the room (second shelf from the top). Aircraft was delivered to the Science Center on Sep 7, 2016."
"Donations from private sources","Drones","AeroVironment Wasp III","2017.99a.258","1","","","AeroVironment","gift","AeroVironment drones","","2015 November 23","2016 September 7","CSC -> WAB -> garage -> Upjohn -> row I -> column I1 -> shelf I1.C","","","","Foundation","$ 30,000.00","$ 30,000.00","Foundation","Wasp is stored in one off-white case (contains 2 vertical stabilizers, 1 main body, 2 wing extensions); and 1 fuselage underbody (out of case), stored in the Upjohn Room in Row I1.C on the right side of the room (second shelf from the top). Aircraft was delivered to the Science Center on Sep 7, 2016."
"Donations from private sources","Drones","AeroVironment RQ-20 Puma","2017.99a.259","1","50484_1X","0849AVA001","AeroVironment","gift","AeroVironment drones","","2015 November 23","2016 September 7","CSC -> WAB -> garage -> Upjohn -> row I -> column I2 -> shelf I2.B;   CSC -> WAB -> garage -> Upjohn -> row I -> column I1 -> shelf I1.B;   CSC -> WAB -> garage -> Upjohn -> row I -> column I1 -> shelf I1.D","","","","Foundation","$ 50,000.00","$ 50,000.00","Foundation","Puma is stored in 6 pieces (fuselage, box for gimballed camera, 3 wing segments, stabilator) in the Upjohn Room in Rows I1.B and I2.B on the right side of the room (top shelf). Aircraft was delivered to the Science Center on Sep 7, 2016."
"Donations from private sources","Flapping Wings","AeroVironment Nano Hummingbird, static model","2017.99a.260","1","","","AeroVironment","gift","AeroVironment drones","","2015 November 23","2016 September 12","CSC -> WAB -> garage -> Upjohn -> row I -> column I2 -> shelf I2.C","","","","Foundation","$ 1,000.00","$ 1,000.00","Foundation",""
"Donations from private sources","Flapping Wings","AeroVironment Quetzalcoatlus northropi ""Pterosaur"" replica","2017.99a.261","1","","","AeroVironment","gift","AeroVironment drones","","2015 November 23","2016 September 7","CSC -> Phase II -> 2nd floor -> Endeavour Together storage","","","","Foundation","$ 50,000.00","$ 50,000.00","Foundation","The head/neck detaches at the base from the wing/body/legs. The actual artifact may weigh less than 44 lbs, since it doesn't include the original mechanical bits and pieces.

Aircraft was delivered to the Science Center on Sep 7, 2016."
"Acquisitions from private sources","Seabee","Republic RC-3 Seabee","2017.99a.262","1","","853","Dave Wilcock","purchase","Seabee and Pitts","","2013 September 24","2014 October 12","CSC -> Air and Space bldg -> 1st floor -> open storage area","yes","no","","Foundation","$ 65,000.00","$ 150,000.00","Foundation","Insured for Replacement Value"
"Acquisitions from private sources","Pitts","Pitts Special S1C","2017.99a.263","1","","308","Dave Wilcock","purchase","Seabee and Pitts","","2013 September 24","2014 October 12","CSC -> Air and Space bldg -> 1st floor -> open storage area","yes","no","","Foundation","$ 7,000.00","$ 25,000.00","Foundation","Insured for Replacement Value"
"Acquisitions from private sources","Harrier","British Aerospace Harrier T.4","2017.99a.264","1","","","James Everett","purchase","Harrier","","2014 January 24","2014 August 30","Torrance Airport -> WMoF","yes","no","","Foundation","$ 125,000.00","$ 750,000.00","Foundation","Insured for Replacement Value; on loan to Western Museum of Flight; in-person measurements by Dennis on 11/14/15; weight from http://en.wikipedia.org/wiki/Hawker_Siddeley_Harrier#Specifications_.28Harrier_GR.3.29"
"Acquisitions from private sources","Vampire","deHavilland Vampire DH.115","2017.99a.265","1","","A79-618","Timothy F. McKernan","purchase","Vampire","","2015 March 12","2015 July 1","CSC -> Air and Space bldg -> 1st floor -> open storage area;   CSC -> Air and Space bldg -> next to Gehry -> shipping containers","yes","no","","Foundation","$ 46,000.00","$ 100,000.00","Foundation","Insured for Replacement Value; In-person measurements on 4/27/15; weight totaled from Vampire repair manual pg 95; 15 parts stored in 2 locations: (1) shipping container [3 engine access panels, 1 engine exhaust cone, 2 tail booms, 1 elevator, 1 horizontal stabilizer], (2) Gehry building 1st floor [2 wings, 1 fuselage with jet engine, 2 vertical stabilizer assemblies in cockpit, 2 fuselage access panels laying below jet engine]"
"Acquisitions from private sources","Jenny","Curtiss-Wright Travel Air T-6000","2017.99a.266","1","","","Nichols Family Trust","exchange","Trade for Jenny","","2015 October 10","2015 October 10","Yanks Air Museum","no","no","","Foundation","$ 150,000.00","","","No longer have object; traded for Jenny"
"Acquisitions from private sources","Jenny","1931 Packard 4-Door Sedan","2017.99a.267","1","","464128","Nichols Family Trust","exchange","Trade for Jenny","","2015 October 10","2015 October 10","Yanks Air Museum","no","no","","Foundation","$ 30,000.00","","","No longer have object; traded for Jenny"
"Acquisitions from private sources","Jenny","1922 Maxwell Convertible","2017.99a.268","1","","C399967","Nichols Family Trust","exchange","Trade for Jenny","","2015 October 10","2015 October 10","Yanks Air Museum","no","no","","Foundation","$ 50,000.00","","","No longer have object; traded for Jenny"
"Acquisitions from private sources","Jenny","Curtis-Wright JN-S Jenny","2017.99a.269","1","","A6","Yanks Air Museum","exchange","Trade for Jenny","","2015 October 10","2015 October 10","Yanks Air Museum","yes","no","","Foundation","$ 230,000.00","$ 500,000.00","Foundation","Insured for Replacement Value; Jenny will remain stored at Yanks for the time being. The Jenny was traded for 3 items on Oct 12 2015, worth a total of $230,000: (1) Curtiss-Wright Travel Air T-6000 [c/n: 1040, N4942V], Nichols Family Trust, $150,000; (2) 1931 Packard 4-Door Sedan [VIN: 464128], Nichols Family Trust, $30,000; (3) 1922 Maxwell Convertible [VIB: C399967], Nichols Family Trust, $50,000"
"Acquisitions from private sources","F-106","General Dynamics F-106A Delta Dart","2017.99a.270","1","","58-0786","WesternAir, Inc.","purchase","F-106","","2015 October 20","2015 November 17","Commercial Aircraft Services, Inc. 
1522 Sabovich St. 
Mojave, CA 93501","yes","no","","Foundation","$ 37,311.00","$ 37,311.00","Foundation","Insured for Replacement Value; item valued at $36500 (aircraft) + $811 (piece parts); weight estimated from gradall lifts in El Paso (fuselage: 8000 lbs, 2x wings: 10000 lbs) ... 18000 lbs does not include removed 2x landing gear (2000 lbs); disassembled plane (1 fuselage, 2 wings) is stored in Mojave, with smaller parts stored in engine bay (wingtips, leading edges, tail sections, elevons, tail hook) and in cockpit (wing bolts, screws, leading edge joints)"
"Loans to Foundation","Blackbird","Lockheed A-12 Blackbird","2017.99a.271","1","","USAF 60-06927","NMUSAF","loan","LA1006","","","","CSC -> Parking Structure -> North side","no","yes","","Foundation","$ 129,000.00","$ 129,000.00","Foundation","Required to be insured for $129,000"
"Loans to Foundation","F-18","McDonnell Douglas F/A-18 Hornet","2017.99a.272","1","","BuNo 161725","NNAM","loan","N43/Ser 14-230","","2014 April 23","2014 June 27","CSC -> Phase I -> North side","no","yes","","Foundation","$ 100,000.00","$ 100,000.00","Foundation","Required to be insured for $100,000"
"Loans to Foundation","Voyager","Voyager 1/10th Scale","2017.99a.273","1","","112178","NASA JPL","loan","Voyager","","2014 May 20","2014 June 1","CSC -> Phase II -> 4th floor -> Ken Phillips' office","no","no","","Foundation","$ 3,500.00","$ 3,500.00","Foundation","Required to be insured for $3,500"
"Loans to Foundation","SSME","Space Shuttle Main Engine (SSME)","2017.99a.274","1","","4588043","NASA MSFC","loan","MEO116A","","2012 October 10","2012 October 10","CSC -> SO Pavilion -> inside Pavilion","no","yes","","Foundation","$ 1,000,000.00","$ 1,000,000.00","Foundation","Required to be insured for $1,000,000; Cradle is 9,400 lbs, making the total assembly 17,166 lbs.

If you have questions about spreadsheet below, which shows lineage of our SSME's parts, please talk to volunteer Art Hill."
"Loans to Foundation","Endeavour","STS-49 Capture Bar","2017.99a.275","1","","1001, 1002","KSC VC","loan","STS-49 capture bar and flag","","2015 November 5","2015 November 17","CSC -> Air and Space bldg -> 1st floor -> open storage area","no","no","","Foundation","$ 100,000.00","$ 100,000.00","Foundation","Required to be insured for $100,000; dimensions from: http://www.spacefacts.de/mission/english/sts-49.htm"
"Loans to Foundation","Endeavour","STS-49 Endeavour Flag","2017.99a.276","1","","","KSC VC","loan","STS-49 capture bar and flag","","2015 November 5","2015 November 17","CSC -> Air and Space bldg","no","no","","Foundation","$ 250.00","$ 250.00","Foundation","Required to be insured for $250"
"Loans to Foundation","F-11F","Grumman F11F-1 Tiger","2017.99a.277","1","","BuNo 138608","NNAM","loan","N43/457","","2016 August 22","2016 December 5","Titusville Airport -> Valiant Air Command","no","no","","Foundation","$ 100,000.00","$ 100,000.00","Foundation","Required to be insured for $100,000 plus a $10,000 Surety Bond"
"Loans to Foundation","F-100","North American F-100D Super Sabre","2017.99a.278","1","","USAF 54-2165","NMUSAF","loan","L-2017.99a.278","","","2017 May 9","Torrance Airport -> Hangar 2769-O","no","no","","Foundation","$ 63,000.00","$ 63,000.00","Foundation","Required to be insured for $63,000; promised loan to us from NMUSAF by Mark Miller via email to Dennis Jenkins on 2016 Aug 24"
"Loans to Foundation","Hypervelocity Impact Samples","Orbiter Window Glass","2017.99a.279","2","","DSCN6432","NASA JSC","loan","Three hypervelocity test articles for SP.01.05","","2016 February 22","2016 February 5","CSC -> Air and Space bldg -> 1st floor -> Discovery room","no","no","","Foundation","$ 60.00","$ 60.00","Foundation","Required to be insured for $60; Projectile to accompany object is .7-.8mm in diameter (tiny!!)."
"Loans to Foundation","Hypervelocity Impact Samples","1.5-inch Monolithic Plate","2017.99a.280","2","","DSCN6435/6436","NASA JSC","loan","Three hypervelocity test articles for SP.01.05","","2016 February 22","2016 February 5","CSC -> Air and Space bldg -> 1st floor -> Discovery room","no","no","","Foundation","$ 100.00","$ 100.00","Foundation","Required to be insured for $100; Projectile to accompany object is 1cm in diameter."
"Loans to Foundation","Hypervelocity Impact Samples","Stuffed Whipple Shield","2017.99a.281","2","","DSCN6441/6442","NASA JSC","loan","Three hypervelocity test articles for SP.01.05","","2016 February 22","2016 February 5","CSC -> Air and Space bldg -> 1st floor -> Discovery room","no","no","","Foundation","$ 150.00","$ 150.00","Foundation","Required to be insured for $150; Projectile to accompany object is 1cm in diameter."
"Loans to Foundation","Flapping Wings","AeroVironment Gemini Hummingbird, prototype","2017.99a.282","1","","","AeroVironment","loan","L-2017.99a.282","","2015 November 23","2016 September 12","CSC -> WAB -> garage -> Upjohn -> row I -> column I2 -> shelf I2.C","no","no","","Foundation","$ 75,000.00","$ 75,000.00","Foundation","Required to be insured for $75,000"
"Loans to State","Meteorites","Pasamonte (Entire)","2017.99a.283","1","","USNM 902","Smithsonian NMNH","loan","Meteorites","","2002 January 14","2002 January 29","CSC -> Phase I -> 2nd floor -> SKETCH gallery","no","no","","State","$ 27,234.00","$ 27,234.00","",""
"Loans to State","Meteorites","Cherokee Springs (Slice)","2017.99a.284","1","","USNM 1319","Smithsonian NMNH","loan","Meteorites","","2002 January 14","2002 January 29","CSC -> Phase I -> 2nd floor -> SKETCH gallery","no","no","","State","$ 2,921.00","$ 2,921.00","",""
"Loans to State","Meteorites","Imilac (Slice)","2017.99a.285","1","","USNM 2832","Smithsonian NMNH","loan","Meteorites","","2002 January 14","2002 January 29","CSC -> Phase I -> 2nd floor -> SKETCH gallery","no","no","","State","$ 13,824.00","$ 13,824.00","",""
"Loans to State","Meteorites","Gibeon (Slice)","2017.99a.286","1","","USNM 679","Smithsonian NMNH","loan","Meteorites","","2002 January 14","2002 January 29","CSC -> Phase I -> 2nd floor -> SKETCH gallery","no","no","","State","$ 8,664.00","$ 8,664.00","",""
"Loans to State","Meteorites","Allende (Butt End)","2017.99a.287","1","","USNM 3493","Smithsonian NMNH","loan","Meteorites","","2002 January 14","2002 January 29","CSC -> Phase I -> 2nd floor -> SKETCH gallery","no","no","","State","$ 3,950.10","$ 3,950.10","",""
"Loans to Foundation","Arctic Circle Rocks","Gypsum (Svalbard)","2017.99a.288","1","","","Pamela Conrad","loan","L-2017.99a.288-289","","","","CSC -> Phase I -> 2nd floor -> SKETCH gallery","","no","","","","","",""
"Loans to Foundation","Arctic Circle Rocks","Sandstone (Svalbard)","2017.99a.289","1","","","Pamela Conrad","loan","L-2017.99a.288-289","","","","CSC -> Phase I -> 2nd floor -> SKETCH gallery","","no","","","","","",""
"from Ken's list","Velie Monocoupe","Velie Monocoupe","2017.99a.290","1","","133","Smithsonian NASM","loan","Monocoupe","","1984 April 10","1984 May 1","CSC -> Phase I -> 2nd floor -> SKETCH gallery","","","","State","$ 65,000.00","$ 65,000.00","Reimbursed by State",""
"from Ken's list","Apollo Spacesuit","Apollo 16 Pressure Suit","2017.99a.291a","1","","","Smithsonian NASM","loan","Space capsules, suits, rockets, and satellites","","","","CSC -> Phase I -> 2nd floor -> SKETCH gallery","","","","State","$ 1,000,000.00","$ 1,000,000.00","Reimbursed by State","broke out spacesuit parts to match items listed in Smithsonian NASM loan #1930"
